"VM","Cluster","Disk","CapacityGB","StorageFormat","Persistence","Filename"
"TG002VMARIAOPS001","Cluster_ESS","Hard disk 2","250","Thick","Persistent","[DS_OS_ARIA] TG002VMARIAOPS/TG002VMARIAOPS_1.vmdk"
"TG002VMARIAOPS001","Cluster_ESS","Hard disk 3","4","Thick","Persistent","[DS_OS_ARIA] TG002VMARIAOPS/TG002VMARIAOPS_2.vmdk"
"TG002VMARIAOPS002","Cluster_ESS","Hard disk 1","20","Thick","Persistent","[DS_IMAGES_ISO] TG002VMARIAOPS002/TG002VMARIAOPS002.vmdk"
"TG002VMARIAOPS002","Cluster_ESS","Hard disk 2","250","Thick","Persistent","[DS_IMAGES_ISO] TG002VMARIAOPS002/TG002VMARIAOPS002_1.vmdk"
"TG002VMARIAOPS002","Cluster_ESS","Hard disk 3","4","Thick","Persistent","[DS_IMAGES_ISO] TG002VMARIAOPS002/TG002VMARIAOPS002_2.vmdk"
"TG002VMPAIE","Cluster_PF_SAGE","Hard disk 1","205","Thin","Persistent","[DS_OS_CTX_VDA] TG002VMPAIE/TG002VMPAIE.vmdk"
"TG002VMMFL001","Cluster_SAGE","Hard disk 1","300","Thin","Persistent","[DS_OS_MFL] New Virtual Machine/New Virtual Machine.vmdk"
"TG002VMMFL001","Cluster_SAGE","Hard disk 2","1024","Thick","Persistent","[DS_DATA_MFL-1] TG002VMDBS118/TG002VMDBS118_1.vmdk"
"TG002VMMFL002","Cluster_SAGE","Hard disk 1","300","Thin","Persistent","[DS_OS_MFL] TG002VMMFL002/TG002VMMFL002.vmdk"
"TG002VMMFL002","Cluster_SAGE","Hard disk 2","16384","Thin","Persistent","[DS_DATA_MFL-2] TG002VMAPP127/TG002VMAPP127_1.vmdk"
"TG002VMMFL003","Cluster_SAGE","Hard disk 1","300","Thin","Persistent","[DS_OS_MFL] TG002VMMFL003/TG002VMMFL003.vmdk"
"TG002VMMFL003","Cluster_SAGE","Hard disk 2","4096","Thin","Persistent","[DS_DATA_MFL-1] TG002VMAPP218/TG002VMAPP218_1.vmdk"
"TG002VMAPP194","Cluster_ESS","Hard disk 1","300","Thin","Persistent","[DS_OS_MX-01] TG002VMAPP194/TG002VMAPP194.vmdk"
"TG002VMAPP194","Cluster_ESS","Hard disk 2","2000","Thin","Persistent","[DS_DATA_RELEVES] TG002VMAPP194/TG002VMAPP194.vmdk"
"TEST","Cluster_ESS","Hard disk 1","200","Thin","Persistent","[DS_OS_CRISTAL] TEST/TEST.vmdk"
