"VM","Cluster","Disk","CapacityGB","StorageFormat","Persistence","Filename"
"vproxy-dwh","Cluster_DWH","Hard disk 1","58,59","Thick","Persistent","[DS_OS_VAS_VPROXY] vproxy-dwh/vproxy-dwh.vmdk"
"vproxy-dwh","Cluster_DWH","Hard disk 2","97,66","Thick","Persistent","[DS_OS_VAS_VPROXY] vproxy-dwh/vproxy-dwh_1.vmdk"
"TG002VMECE012","Cluster_DWH","Hard disk 1","60","Thick","Persistent","[DS-OS-BRM] TG002VMECE012/TG002VMECE012.vmdk"
"TG002VMECE012","Cluster_DWH","Hard disk 2","200","Thin","Persistent","[DS-OS-BRM] TG002VMECE012/TG002VMECE012_1.vmdk"
"TG002VMOCO015","Cluster_DWH","Hard disk 1","300","Thin","Persistent","[DS-OS-BRM] TG002VMOCO015/TG002VMOCO015.vmdk"
"TG002VMAPP159","Cluster_DWH","Hard disk 1","200","Thin","Persistent","[DS_OS_CRM_2] TG002VMAPP159/TG002VMAPP159.vmdk"
"TG002VMAPP159","Cluster_DWH","Hard disk 2","300","Thin","Persistent","[DS_OS_CRM_2] TG002VMAPP159/TG002VMAPP159_1.vmdk"
"TG002VMOCO021","Cluster_DWH","Hard disk 1","300","Thin","Persistent","[DS-OS-BRM] TG002VMOCO021/TG002VMOCO021.vmdk"
"TG002VMOCO021","Cluster_DWH","Hard disk 2","300","Thin","Persistent","[DS-OS-BRM] TG002VMOCO021/TG002VMOCO021_1.vmdk"
"TG002VMDBS217","Cluster_DWH","Hard disk 1","150","Thick","Persistent","[DS_OS_Selfcare] TG002VMDBS217/TG002VMDBS217.vmdk"
"TG002VMAPP137","Cluster_DWH","Hard disk 1","60","Thin","Persistent","[DS_OS_MX-02] TG002VMAPP137/TG002VMAPP137.vmdk"
"TG002VMAPP138","Cluster_DWH","Hard disk 1","200","Thin","Persistent","[DS_OS_MX-02] TG002VMAPP138/TG002VMAPP138.vmdk"
"TG002VMDWH018","Cluster_DWH","Hard disk 1","120","Thin","Persistent","[DS_OS_WHEHOUS] TG002VMDWH018/TG002VMDWH018.vmdk"
"TG002VMDWH018","Cluster_DWH","Hard disk 2","1433,6","Thin","Persistent","[DS_DATA_WHEHOUS] TG002VMDWH018/TG002VMDWH018.vmdk"
"tg002vminf001","Cluster_DWH","Hard disk 1","12","Thick","Persistent","[DS_DATA_ECMS] tg002vminf001/tg002vminf001.vmdk"
"tg002vminf001","Cluster_DWH","Hard disk 2","1,63","Thick","Persistent","[DS_DATA_ECMS] tg002vminf001/tg002vminf001_1.vmdk"
"tg002vminf001","Cluster_DWH","Hard disk 3","25","Thick","Persistent","[DS_DATA_ECMS] tg002vminf001/tg002vminf001_2.vmdk"
"tg002vminf001","Cluster_DWH","Hard disk 4","25","Thick","Persistent","[DS_DATA_ECMS] tg002vminf001/tg002vminf001_3.vmdk"
"tg002vminf001","Cluster_DWH","Hard disk 5","10","Thick","Persistent","[DS_DATA_ECMS] tg002vminf001/tg002vminf001_4.vmdk"
"tg002vminf001","Cluster_DWH","Hard disk 6","10","Thick","Persistent","[DS_DATA_ECMS] tg002vminf001/tg002vminf001_5.vmdk"
"tg002vminf001","Cluster_DWH","Hard disk 7","15","Thick","Persistent","[DS_DATA_ECMS] tg002vminf001/tg002vminf001_6.vmdk"
"tg002vminf001","Cluster_DWH","Hard disk 8","10","Thick","Persistent","[DS_DATA_ECMS] tg002vminf001/tg002vminf001_7.vmdk"
"tg002vminf001","Cluster_DWH","Hard disk 9","1","Thick","Persistent","[DS_DATA_ECMS] tg002vminf001/tg002vminf001_8.vmdk"
"tg002vminf001","Cluster_DWH","Hard disk 10","10","Thick","Persistent","[DS_DATA_ECMS] tg002vminf001/tg002vminf001_9.vmdk"
"tg002vminf001","Cluster_DWH","Hard disk 11","10","Thick","Persistent","[DS_DATA_ECMS] tg002vminf001/tg002vminf001_10.vmdk"
"tg002vminf001","Cluster_DWH","Hard disk 12","100","Thick","Persistent","[DS_DATA_ECMS] tg002vminf001/tg002vminf001_11.vmdk"
"tg002vminf001","Cluster_DWH","Hard disk 13","50","Thick","Persistent","[DS_DATA_ECMS] tg002vminf001/tg002vminf001_12.vmdk"
"TG002VMPSP001","Cluster_DWH","Hard disk 1","300","Thin","Persistent","[DS_STB_FZ_OS_BD] TG002VMPSP001/TG002VMPSP001.vmdk"
"TG002WLC001","Cluster_DWH","Hard disk 1","8","Thin","Persistent","[DS_DATA_WHEHOUS] TG002WLC01/TG002WLC01-000004.vmdk"
"TG002VMAPP134","Cluster_DWH","Hard disk 1","200","Thin","Persistent","[DS_STB_FZ_OS_BD] TG002VMAPP134/TG002VMAPP134.vmdk"
"TG002VMAPP134","Cluster_DWH","Hard disk 2","2048","Thin","Persistent","[DS-OS-VAS-027_BIS] TG002VMAPP134/TG002VMAPP134_1.vmdk"
"TG002VMECE013","Cluster_DWH","Hard disk 1","60","Thick","Persistent","[DS-OS-BRM] TG002VMECE013/TG002VMECE013.vmdk"
"TG002VMmAPPI216","Cluster_DWH","Hard disk 1","150","Thick","Persistent","[DS_OS_Selfcare] TG002VMmAPPI216/TG002VMmAPPI216.vmdk"
"TG002VMOCO016","Cluster_DWH","Hard disk 1","300","Thin","Persistent","[DS-OS-BRM] TG002VMOCO016/TG002VMOCO016.vmdk"
"TG002VMOCO016","Cluster_DWH","Hard disk 2","300","Thin","Persistent","[DS-OS-BRM] TG002VMOCO016/TG002VMOCO016_1.vmdk"
"TG002VMWEB215","Cluster_DWH","Hard disk 1","150","Thick","Persistent","[DS_OS_Selfcare] TG002VMWEB215/TG002VMWEB215.vmdk"
"TG002VMFTP111","Cluster_DWH","Hard disk 1","80","Thick","Persistent","[DS_OS_CITRIX_01] TG002VMFTP111/TG002VMFTP111.vmdk"
"TG002VMDWH016","Cluster_DWH","Hard disk 1","120","Thin","Persistent","[DS_OS_WHEHOUS] TG002VMDH016/TG002VMDH016.vmdk"
"TG002VMDWH016","Cluster_DWH","Hard disk 2","500","Thin","Persistent","[DS_DATA_WHEHOUS] TG002VMDH016/TG002VMDH016_1.vmdk"
"TG002VMDWH019","Cluster_DWH","Hard disk 1","120","Thick","Persistent","[DS_OS_WHEHOUS] TG002VMDWH019/TG002VMDWH019.vmdk"
"TG002VMDWH019","Cluster_DWH","Hard disk 2","500","Thin","Persistent","[DS_DATA_WHEHOUS] TG002VMDWH019/TG002VMDWH019.vmdk"
"TG002VMDEV102","Cluster_DWH","Hard disk 1","300","Thin","Persistent","[DS_OS_WHEHOUS] TG002VMDEV101/TG002VMDEV101.vmdk"
"TG002VMDEV102","Cluster_DWH","Hard disk 2","500","Thin","Persistent","[DS_DATA_WHEHOUS] TG002VMDEV101/TG002VMDEV101.vmdk"
"TG002VMDEV103","Cluster_DWH","Hard disk 1","200","Thin","Persistent","[DS_OS_DEV00-1] TG002VMDEV103/TG002VMDEV103.vmdk"
"TG002VMDEV103","Cluster_DWH","Hard disk 2","200","Thick","Persistent","[DS_OS_DEV00-1] TG002VMDEV103/TG002VMDEV103_1.vmdk"
"TG002VMAPP100","Cluster_DWH","Hard disk 1","300","Thin","Persistent","[DS_OS_SIEM] TG002VMAPP100/TG002VMAPP100.vmdk"
"TG002VMAPP192","Cluster_DWH","Hard disk 1","500","Thin","Persistent","[DS_STB_FZ_DATA_BD] TG002VMAPP192/TG002VMAPP192.vmdk"
"TG002VMDTS001","Cluster_DWH","Hard disk 1","100","Thin","Persistent","[DS_DATA_ECMS] TG002VMDTS001/TG002VMDTS001.vmdk"
"TG002VMDBS192","Cluster_DWH","Hard disk 1","500","Thin","Persistent","[DS_STB_FZ_DATA_BD] TG002VMDBS192/TG002VMDBS192.vmdk"
"TG002VMCDR172","Cluster_DWH","Hard disk 1","200","Thin","Persistent","[DS_OS_DTWH_00] TG002VMCDR172/TG002VMCDR172.vmdk"
"TG002VMCDR172","Cluster_DWH","Hard disk 2","12083,2","Thin","Persistent","[DS_DATA_DTWH_00] TG002VMCDR172/TG002VMCDR172.vmdk"
"TG002VMDBO132","Cluster_DWH","Hard disk 1","150","Thin","Persistent","[DS_OS_NVL_ICT] TG002VMDBO132/TG002VMDBO132.vmdk"
"TG002VMDBO132","Cluster_DWH","Hard disk 2","875","Thin","Persistent","[DS_DATA_NVL_ICT] TG002VMDBO132/TG002VMDBO132_1.vmdk"
"TG002VMDBO132","Cluster_DWH","Hard disk 3","200","Thin","Persistent","[DS_DATA_NVL_ICT] TG002VMDBO132/TG002VMDBO132_2.vmdk"
"TG002VMDBO132","Cluster_DWH","Hard disk 4","50","Thin","Persistent","[DS_DATA_NVL_ICT] TG002VMDBO132/TG002VMDBO132_3.vmdk"
"TG002VMDBO132","Cluster_DWH","Hard disk 5","1024","Thin","Persistent","[DS_ICT_DATA] TG002VMDBO132/TG002VMDBO132.vmdk"
"TG002VMDBO132","Cluster_DWH","Hard disk 6","1024","Thin","Persistent","[DS_ICT_DATA] TG002VMDBO132/TG002VMDBO132_1.vmdk"
"TG002VMDBO132","Cluster_DWH","Hard disk 7","1024","Thin","Persistent","[DS_ICT_DATA] TG002VMDBO132/TG002VMDBO132_2.vmdk"
"TG002VMDBO132","Cluster_DWH","Hard disk 8","1024","Thin","Persistent","[DS_ICT_DATA] TG002VMDBO132/TG002VMDBO132_3.vmdk"
"TG002VMDBO132","Cluster_DWH","Hard disk 9","1024","Thin","Persistent","[DS_ICT_DATA] TG002VMDBO132/TG002VMDBO132_4.vmdk"
"TG002VMDBO132","Cluster_DWH","Hard disk 10","500","Thin","Persistent","[DS_ICT_DATA] TG002VMDBO132/TG002VMDBO132_5.vmdk"
"TG002VMDBO132","Cluster_DWH","Hard disk 11","1536","Thin","Persistent","[DS_ICT_DATA] TG002VMDBO132/TG002VMDBO132_6.vmdk"
"TG002VMAPP191","Cluster_DWH","Hard disk 1","200","Thin","Persistent","[DS_OS_DEV00-1] TG002VMAPP191/TG002VMAPP191.vmdk"
"TG002VMOCO020","Cluster_DWH","Hard disk 1","300","Thin","Persistent","[DS-OS-BRM] TG002VMOCO020/TG002VMOCO020.vmdk"
"TG002VMOCO020","Cluster_DWH","Hard disk 2","300","Thin","Persistent","[DS-OS-BRM] TG002VMOCO020/TG002VMOCO020_1.vmdk"
"TG002VMOCO017","Cluster_DWH","Hard disk 1","500","Thin","Persistent","[DS-OS-BRM] TG002VMOCO017/TG002VMOCO017.vmdk"
"TG002VMOCO017","Cluster_DWH","Hard disk 2","150","Thick","Persistent","[DS-OS-BRM] TG002VMOCO017/TG002VMOCO017_1.vmdk"
"TG002VMOCO017","Cluster_DWH","Hard disk 3","500","Thin","Persistent","[DS-DATA-BRM] TG002VMOCO017/TG002VMOCO017.vmdk"
"TG002VMOCO017","Cluster_DWH","Hard disk 4","1024","Thin","Persistent","[DS-DATA-BRM] TG002VMOCO017/TG002VMOCO017_2.vmdk"
"TG002VMOCO017","Cluster_DWH","Hard disk 5","500","Thin","Persistent","[DS-DATA-BRM] TG002VMOCO017/TG002VMOCO017_3.vmdk"
"TG002VMDSHBD01","Cluster_ESS","Hard disk 1","200","Thin","Persistent","[DS_OS_APP-2b] TG002VMDSHBD01/TG002VMDSHBD01.vmdk"
"TG002VMAVS176_R","Cluster_SAGE","Hard disk 1","700","Thin","Persistent","[DS_OS_MX-02] TG002VMAVS176_R/TG002VMAVS176_R.vmdk"
"tg002vmapp150","Cluster_SAGE","Hard disk 1","100","Thin","Persistent","[DS_OS_MX-01] tg002vmapp150/tg002vmapp150.vmdk"
"TG002VMCTX016","Cluster_PF_SAGE","Hard disk 1","200","Thin","Persistent","[DS_OS_CITRIX_01] TG002VMCTX016/TG002VMCTX016.vmdk"
"TG002VMFIL034","Cluster_ESS","Hard disk 1","200","Thin","Persistent","[DS_OS_CDRS] TG002VMCDR100/TG002VMCDR100.vmdk"
"TG002VMFIL034","Cluster_ESS","Hard disk 2","1024","Thick","Persistent","[DS_OS_CDRS] TG002VMCDR100/TG002VMCDR100_1.vmdk"
"TG002VMECE112","Cluster_BSS","Hard disk 1","128","Thin","Persistent","[DS_OS_BRM_TEST] TG002VMECE112/TG002VMECE112.vmdk"
"TG002VMDBS119(POSTPAID)","Cluster_BSS","Hard disk 1","350","Thin","Persistent","[DS_OS_BRM_TEST] TG002VMDBS119/TG002VMDBS119.vmdk"
"TG002VMBIP118","Cluster_BSS","Hard disk 1","75","Thin","Persistent","[DS_OS_BRM_TEST] TG002VMBIP118/TG002VMBIP118.vmdk"
"TG002VMCOM101","Cluster_BSS","Hard disk 1","50","Thin","Persistent","[DS_OS_BRM_TEST] TG002VMCOM101/TG002VMCOM101.vmdk"
"TG002VMOCO114","Cluster_BSS","Hard disk 1","256","Thin","Persistent","[DS_OS_BRM_TEST] TG002VMOCO114/TG002VMOCO114.vmdk"
"TG002VMOCO115","Cluster_BSS","Hard disk 1","96","Thin","Persistent","[DS_OS_BRM_TEST] TG002VMOCO115/TG002VMOCO115.vmdk"
"TG002VMOCO116","Cluster_BSS","Hard disk 1","50","Thin","Persistent","[DS_OS_BRM_TEST] TG002VMOCO116/TG002VMOCO116.vmdk"
"TG002VMAPP123","Cluster_SAGE","Hard disk 1","300","Thin","Persistent","[DS_OS_CTX_VDA] TG002VMAPP123/TG002VMAPP123.vmdk"
"TG002VMAPP123","Cluster_SAGE","Hard disk 2","500","Thin","Persistent","[DS_OS_CTX_VDA] TG002VMAPP123/TG002VMAPP123_1.vmdk"
"TG002VMAPP123","Cluster_SAGE","Hard disk 3","146","Thick","Persistent","[DS_OS_CTX_VDA] TG002VMAPP122_RE/TG002VMAPP122_RE.vmdk"
"TG002VMAPP123","Cluster_SAGE","Hard disk 4","400","Thin","Persistent","[DS_OS_CTX_VDA] TG002VMAPP122_RE/TG002VMAPP122_RE_1.vmdk"
"TG002VMDBS20","Cluster_SAGE","Hard disk 1","300","Thin","Persistent","[DS_OS_VCENTER_123] TG002VMDBS200/TG002VMDBS200.vmdk"
"TG002VMDBS20","Cluster_SAGE","Hard disk 2","500","Thin","Persistent","[DS_OS_VCENTER_123] TG002VMDBS200/TG002VMDBS200_1.vmdk"
"TG002VMREP001_old","Cluster_BSS","Hard disk 1","500","Thin","Persistent","[DS-OS-DXL-01] TG002VMREP001/TG002VMREP001-000001.vmdk"
"TG002VMREP002","Cluster_BSS","Hard disk 1","300","Thin","Persistent","[DS-OS-DXL-01] TG002VMREP002/TG002VMREP002.vmdk"
"vCLS-0c414cc8-821e-48bf-9e05-b335491e6bb2","Cluster_BSS","Hard disk 1","2","Thin","Persistent","[DS_DATA_ARCHIVAGE_GLOB] vCLS-0c414cc8-821e-48bf-9e05-b335491e6bb2/vCLS-0c414cc8-821e-48bf-9e05-b335491e6bb2.vmdk"
"TG002VMCTX014","Cluster_PF_SAGE","Hard disk 1","400","Thin","Persistent","[DS_OS_CTX_VDA] TG002VMCTX014/TG002VMCTX014.vmdk"
"TG002VMCTX013","Cluster_PF_BSS","Hard disk 1","550","Thin","Persistent","[DS_OS_CTX_VDA] TG002VMCTX013/TG002VMCTX013.vmdk"
"TG002VMCTX012","Cluster_PF_BSS","Hard disk 1","600","Thin","Persistent","[DS_OS_CTX_VDA] TG002VMCTX012/TG002VMCTX012.vmdk"
"Networker","Cluster_PF_BSS","Hard disk 1","260,72","Thin","Persistent","[DS_OS_VA-2] Networker/Networker.vmdk"
"TG002VMADC012","Cluster_PF_SAGE","Hard disk 1","200","Thin","Persistent","[DS_OS_ADC_012] TG002VMACD012/TG002VMACD012-000246.vmdk"
"TG002VMCTX015","Cluster_PF_SAGE","Hard disk 1","500","Thin","Persistent","[DS_OS_CTX_VDA] TG002VMCTX015/TG002VMCTX015.vmdk"
"TG002VMDBTMP01","Cluster_BSS","Hard disk 1","300","Thin","Persistent","[DS_OS_DBTMP_01] TG002VMDBTMP01/TG002VMDBTMP01.vmdk"
"TG002VMDBS090","Cluster_PF_BSS","Hard disk 1","150","Thin","Persistent","[DS_OS_DBS_1] TG002VMDB090/TG002VMDB090.vmdk"
"TG002VMDBS090","Cluster_PF_BSS","Hard disk 2","210","Thin","Persistent","[DS_DATA_DBS_1] TG002VMDB090/TG002VMDB090.vmdk"
"TG002VMDBS092","Cluster_PF_BSS","Hard disk 1","150","Thick","Persistent","[DS_OS_DBS_1] TG002VMDBS092/TG002VMDBS092.vmdk"
"TG002VMDBS092","Cluster_PF_BSS","Hard disk 2","350","Thin","Persistent","[DS_DATA_DBS_1] TG002VMDBS092/TG002VMDBS092.vmdk"
"TG002VMAPP190","Cluster_PF_SAGE","Hard disk 1","200","Thin","Persistent","[DS_OS_BLST_SMSC] TG002VMAPP190/TG002VMAPP190.vmdk"
"TG002VMAPP029_OLD","Cluster_PF_SAGE","Hard disk 1","200","Thin","Persistent","[DS_DATA_SHAREPOINT1] TG002VMAPP029/TG002VMAPP029.vmdk"
"TG002VMRPT142 (1)","Cluster_PF_SAGE","Hard disk 1","200","Thin","Persistent","[DS_OS_MX-02] TG002VMRPT142/TG002VMRPT142.vmdk"
"TG002VMDBS186","Cluster_PF_SAGE","Hard disk 1","350","Thin","Persistent","[snap-12c3b764-DS_OS_X3-1] TG002VMDBS186/TG002VMDBS186.vmdk"
"TG002VMDBS186","Cluster_PF_SAGE","Hard disk 2","1024","Thick","Persistent","[snap-50f895cf-DS_DATA_X3-2] TG002VMDBS186/TG002VMDBS186_1.vmdk"
"TG002VMDBS186","Cluster_PF_SAGE","Hard disk 3","300","Thick","Persistent","[snap-50f895cf-DS_DATA_X3-2] TG002VMDBS186/TG002VMDBS186_2.vmdk"
"TG002VMSnD002","Cluster_PF_SAGE","Hard disk 1","250","Thin","Persistent","[DS_OS_S&D] TG002VMDnS002/TG002VMDnS002.vmdk"
"TG002VMSnD002","Cluster_PF_SAGE","Hard disk 2","1024","Thin","Persistent","[DS_DATA_S&D] TG002VMDnS002/TG002VMDnS002_1.vmdk"
"TG002VMSnD001","Cluster_PF_SAGE","Hard disk 1","250","Thin","Persistent","[DS_OS_S&D] TG002VMDnS001/TG002VMDnS001.vmdk"
"TG002VMSnD001","Cluster_PF_SAGE","Hard disk 2","1024","Thin","Persistent","[DS_DATA_S&D] TG002VMDnS001/TG002VMDnS001_1.vmdk"
"TG002VMCDR171","Cluster_PF_SAGE","Hard disk 1","300","Thin","Persistent","[DS_OS_DBSQL-1] TG002VMCDR171/TG002VMCDR171.vmdk"
"TG002VMCDR171","Cluster_PF_SAGE","Hard disk 2","12288","Thick","Persistent","[DS_DATA_CDR-1] TG002VMCDR171/TG002VMCDR171_1.vmdk"
"TG002VMCDR171","Cluster_PF_SAGE","Hard disk 3","5632","EagerZeroedThick","Persistent","[DS_DATA_CDR-3] TG002VMCDR171/TG002VMCDR171.vmdk"
"TG002VMCDR171","Cluster_PF_SAGE","Hard disk 4","4096","Thin","Persistent","[DS_DATA_CDR-3] TG002VMCDR171/TG002VMCDR171_1.vmdk"
"TG002VMCDR171","Cluster_PF_SAGE","Hard disk 5","1024","Thin","Persistent","[DS_DATA_CDR171] TG002VMCDR171/TG002VMCDR171.vmdk"
"TG002VMDBS118","Cluster_PF_SAGE","Hard disk 1","146","Thin","Persistent","[DS_OS_DBSQL-1] TG002VMDBS118/TG002VMDBS118.vmdk"
"TG002VMDBS118","Cluster_PF_SAGE","Hard disk 2","800","Thin","Persistent","[DS_DATA_DBS_1] TG002VMDBS118/TG002VMDBS118_1.vmdk"
"TG002VMADC004","Cluster_PF_SAGE","Hard disk 1","180","Thick","Persistent","[DS_OS_DBS_1] TG002VMADC004/TG002VMADC004.vmdk"
"TG002VMDBS091","Cluster_PF_SAGE","Hard disk 1","146","Thick","Persistent","[DS_OS_DBS_1] TG002VMDB091/TG002VMDB091.vmdk"
"TG002VMDBS091","Cluster_PF_SAGE","Hard disk 2","500","Thin","Persistent","[DS_DATA_DBS_1] TG002VMDB091/TG002VMDB091.vmdk"
"TG002VMREB200","Cluster_BSS","Hard disk 1","200","Thin","Persistent","[DS_OS_IME_1] TG002VMREB200/TG002VMREB200.vmdk"
"TG002VMDBS126_RE","Cluster_PF_BSS","Hard disk 1","300","Thin","Persistent","[DS_RESTO] TG002VMDBS126_RE/TG002VMDBS126_RE.vmdk"
"TG002VMDBS126_RE","Cluster_PF_BSS","Hard disk 2","400","Thin","Persistent","[DS_RESTO] TG002VMDBS126_RE/TG002VMDBS126_RE_1.vmdk"
"TG002VMDBS126_RE","Cluster_PF_BSS","Hard disk 3","1024","Thin","Persistent","[DS_RESTO] TG002VMDBS126_RE/TG002VMDBS126_RE_2.vmdk"
"TG002VMICC121_RE","Cluster_PF_SAGE","Hard disk 1","400","Thin","Persistent","[DS_RESTO] TG002VMICC121_RE/TG002VMICC121_RE.vmdk"
"TG002VMICC121_RE","Cluster_PF_SAGE","Hard disk 2","500","Thin","Persistent","[DS_RESTO] TG002VMICC121_RE/TG002VMICC121_RE_1.vmdk"
"TG002VMAPP046_RE","Cluster_PF_BSS","Hard disk 1","146","Thick","Persistent","[DS_DATA_SHAREPOINT1] TG002VMAPP046_RE/TG002VMAPP046_RE_2.vmdk"
"TG002VMAPP046_RE","Cluster_PF_BSS","Hard disk 2","4608","Thin","Persistent","[DS_DATA_SHAREPOINT1] TG002VMAPP046_RE/TG002VMAPP046_RE_1.vmdk"
"TG002VMAPP059_RE","Cluster_PF_SAGE","Hard disk 1","100","Thick","Persistent","[DS_RESTO] TG002VMAPP059_RE/TG002VMAPP059_RE.vmdk"
"TG002VMAPP059_RE","Cluster_PF_SAGE","Hard disk 2","300","Thin","Persistent","[DS_RESTO] TG002VMAPP059_RE/TG002VMAPP059_RE_1.vmdk"
"TG002VMAPP059_RE","Cluster_PF_SAGE","Hard disk 3","100","Thin","Persistent","[DS_RESTO] TG002VMAPP059_RE/TG002VMAPP059_RE_2.vmdk"
"TG002VMCTX003","Cluster_ESS","Hard disk 1","300","Thin","Persistent","[DS_OS_CTX_VDA] TG002VMCTX003/TG002VMCTX003-000005.vmdk"
"TG002VMAPP176_RE","Cluster_SAGE","Hard disk 1","300","Thin","Persistent","[DS_TEST_RESTAURATION] TG002VMAPP176_RE/TG002VMAPP176_RE.vmdk"
"TG002VMAPP176_RE","Cluster_SAGE","Hard disk 2","200","Thin","Persistent","[DS_TEST_RESTAURATION] TG002VMAPP176_RE/TG002VMAPP176_RE_1.vmdk"
"TG002VMAPP176_RE","Cluster_SAGE","Hard disk 3","500","Thick","Persistent","[DS_TEST_RESTAURATION] TG002VMAPP176_RE/TG002VMAPP176_RE_2.vmdk"
"TG002VMAPP176_RE","Cluster_SAGE","Hard disk 4","5120","Thick","Persistent","[DS_TEST_RESTAURATION] TG002VMAPP176_RE/TG002VMAPP176_RE_3.vmdk"
"Solutions Integration Service","Cluster_SAGE","Hard disk 1","80","Thin","Persistent","[DS_OS_VA-1] Solutions Integration Service/Solutions Integration Service.vmdk"
"VMware-Support-Assistant-Appliance-6.5","Cluster_PF_SAGE","Hard disk 1","4","Thin","Persistent","[DS_OS_VA-2] VMware-Support-Assistant-Appliance-6.5/VMware-Support-Assistant-Appliance-6.5.vmdk"
"VMware-Support-Assistant-Appliance-6.5","Cluster_PF_SAGE","Hard disk 2","250","Thin","Persistent","[DS_OS_VA-2] VMware-Support-Assistant-Appliance-6.5/VMware-Support-Assistant-Appliance-6.5_1.vmdk"
"TG002VMAPP084b","Cluster_PF_SAGE","Hard disk 1","200","Thin","Persistent","[DS_OS_APP-2b] TG002VMAPP084b/TG002VMAPP084b.vmdk"
"TG002VMAPP084b","Cluster_PF_SAGE","Hard disk 2","200","Thin","Persistent","[DS_OS_APP-2b] TG002VMAPP084b/TG002VMAPP084b_1.vmdk"
"vROps-Manager1","Cluster_SAGE","Hard disk 1","20","Thin","Persistent","[DS_OS_VA-2] vROps-Manager1/vROps-Manager1-000002.vmdk"
"vROps-Manager1","Cluster_SAGE","Hard disk 2","250","Thin","Persistent","[DS_OS_VA-2] vROps-Manager1/vROps-Manager1_1-000002.vmdk"
"vROps-Manager1","Cluster_SAGE","Hard disk 3","4","Thin","Persistent","[DS_OS_VA-2] vROps-Manager1/vROps-Manager1_2-000002.vmdk"
"vSphereManagementAssistant","Cluster_SAGE","Hard disk 1","3","Thick","Persistent","[DS_OS_VA-1] vSphereManagementAssistant/vSphereManagementAssistant.vmdk"
"TG002VMCTX004","Cluster_SAGE","Hard disk 1","200","Thin","Persistent","[DS_OS_CITRIX_02] TG002VMCTX004/TG002VMCTX004-000001.vmdk"
"Unisphere_Central","Cluster_SAGE","Hard disk 1","20","Thick","Persistent","[DS_OS_VA-1] Unisphere_Central/Unisphere_Central.vmdk"
"vROps-Manager2","Cluster_PF_SAGE","Hard disk 1","20","Thin","Persistent","[DS_OS_VA-2] vOP-Manag2/vOP-Manag2-000004.vmdk"
"vROps-Manager2","Cluster_PF_SAGE","Hard disk 2","250","Thin","Persistent","[DS_OS_VA-2] vOP-Manag2/vOP-Manag2_1-000004.vmdk"
"vROps-Manager2","Cluster_PF_SAGE","Hard disk 3","4","Thin","Persistent","[DS_OS_VA-2] vOP-Manag2/vOP-Manag2_2-000004.vmdk"
"TG002VMDATANODE02","Cluster_PF_SAGE","Hard disk 1","500","Thick","Persistent","[DS_DATA_SIEM] TG002VMDATANODE02/TG002VMDATANODE02.vmdk"
"TG002VMCTX001_old","Cluster_SAGE","Hard disk 1","200","Thin","Persistent","[DS_OS_CITRIX_01] TG002VMCTX001/TG002VMCTX001-000002.vmdk"
"TG002VMCTX009","Cluster_SAGE","Hard disk 1","200","Thin","Persistent","[DS_OS_CITRIX_01] TG002VMCTX009/TG002VMCTX009-000002.vmdk"
"TG002VMCTX010","Cluster_SAGE","Hard disk 1","200","Thin","Persistent","[DS_OS_CITRIX_02] TG002VMCTX010/TG002VMCTX010-000001.vmdk"
"TG002VMCTX002","Cluster_SAGE","Hard disk 1","200","Thin","Persistent","[DS_OS_CITRIX_02] TG002VMCTX002/TG002VMCTX002-000002.vmdk"
"TG002VMAPP135","Cluster_BSS","Hard disk 1","200","Thin","Persistent","[DS_OS_IME_TEST] TG002VMAPP135/TG002VMAPP135.vmdk"
"TG002VMAPP135","Cluster_BSS","Hard disk 2","1331,2","Thin","Persistent","[DS_OS_IME_TEST] TG002VMAPP135/TG002VMAPP135_2.vmdk"
"TG002VMCTX003_old","Cluster_SAGE","Hard disk 1","200","Thin","Persistent","[DS_OS_CITRIX_01] TG002VMCTX003/TG002VMCTX003-000006.vmdk"
"TG002VMNTP01-new","Cluster_SAGE","Hard disk 1","60","Thin","Persistent","[DS_DATA_SIEM] TG002VMNTP01/TG002VMNTP01.vmdk"
"TG002VMCTX008","Cluster_SAGE","Hard disk 1","200","Thin","Persistent","[DS_OS_CITRIX_02] TG002VMCTX008/TG002VMCTX008-000001.vmdk"
"TG002VMEDH001","Cluster_PF_SAGE","Hard disk 1","300","Thick","Persistent","[DS_Test_PROJET] TG002VMEDH001/TG002VMEDH001.vmdk"
"TG002VMCTX005","Cluster_SAGE","Hard disk 1","200","Thin","Persistent","[DS_OS_CITRIX_01] TG002VMCTX005/TG002VMCTX005-000001.vmdk"
"ESRS_VE","Cluster_SAGE","Hard disk 1","64","Thick","Persistent","[DS_OS_VA-1] ESRS_VE/ESRS_VE.vmdk"
"TG002VMDXL001","Cluster_PF_BSS","Hard disk 1","20","Thick","Persistent","[DS-OS-DXL-01] TG002VMDXL001/TG002VMDXL001.vmdk"
"VMware vRealize Log Insight","Cluster_PF_SAGE","Hard disk 1","20","Thin","Persistent","[DS_OS_VA-1] VMware vRealize Log Insight/VMware vRealize Log Insight.vmdk"
"VMware vRealize Log Insight","Cluster_PF_SAGE","Hard disk 2","510","Thin","Persistent","[DS_OS_VA-1] VMware vRealize Log Insight/VMware vRealize Log Insight_1.vmdk"
