"EntityType","EntityName","Cluster","Metric","Unit","Samples","Average","P95","P99","Maximum","Minimum","FirstSample","LastSample"
"VM","TG002VMAPP084b","Cluster_PF_SAGE","cpu.usagemhz.average","MHz","358","1297,8184","3627","5320","5753","167","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP084b","Cluster_PF_SAGE","disk.usage.average","KBps","358","298,1061","2227","2693","5369","20","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP084b","Cluster_PF_SAGE","mem.consumed.average","KB","358","12572179,4609","12576643","12576653","12576661","12528702","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP084b","Cluster_PF_SAGE","mem.usage.average","%","358","10,2261","14,87","17,38","25,1","6,27","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP084b","Cluster_PF_SAGE","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP084b","Cluster_PF_SAGE","net.usage.average","KBps","358","17,3128","216","238","255","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMFIL022_R","Cluster_PF_SAGE","cpu.ready.summation","millisecond","358","92656,1816","106687","113065","115156","74134","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMFIL022_R","Cluster_PF_SAGE","cpu.usage.average","%","358","1,4808","2,52","4,59","8,89","0,9","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMFIL022_R","Cluster_PF_SAGE","cpu.usagemhz.average","MHz","358","319,9385","544","990","1916","195","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMFIL022_R","Cluster_PF_SAGE","disk.usage.average","KBps","358","1225,6397","1873","14843","122235","44","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMFIL022_R","Cluster_PF_SAGE","mem.consumed.average","KB","358","37747687,3156","37747728","37747730","37747736","37747532","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMFIL022_R","Cluster_PF_SAGE","mem.usage.average","%","358","3,8761","4,86","18,4","68,9","2,26","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMFIL022_R","Cluster_PF_SAGE","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMFIL022_R","Cluster_PF_SAGE","net.usage.average","KBps","358","191,0922","954","1448","2278","4","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","tg002vmapp150","Cluster_SAGE","cpu.ready.summation","millisecond","358","8199,8128","10163","11197","11797","5210","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","tg002vmapp150","Cluster_SAGE","cpu.usage.average","%","358","2,8032","3,98","4,7","9,99","2,28","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","tg002vmapp150","Cluster_SAGE","cpu.usagemhz.average","MHz","358","122,6927","174","206","438","100","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","tg002vmapp150","Cluster_SAGE","disk.usage.average","KBps","358","66,6536","395","562","623","22","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","tg002vmapp150","Cluster_SAGE","mem.consumed.average","KB","358","8380069,6285","8384398","8388608","8388608","7866929","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","tg002vmapp150","Cluster_SAGE","mem.usage.average","%","358","7,5465","10,03","11,31","16,87","5,79","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","tg002vmapp150","Cluster_SAGE","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","tg002vmapp150","Cluster_SAGE","net.usage.average","KBps","358","708,0196","2","6","253028","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP176","Cluster_PF_BSS","cpu.ready.summation","millisecond","358","54332,3603","84985","96733","102445","28133","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP176","Cluster_PF_BSS","cpu.usage.average","%","358","0,8317","1,89","2,12","2,2","0,32","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP176","Cluster_PF_BSS","cpu.usagemhz.average","MHz","358","722,4385","1632","1830","1901","280","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP176","Cluster_PF_BSS","disk.usage.average","KBps","358","120,5503","338","374","447","2","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP176","Cluster_PF_BSS","mem.consumed.average","KB","358","134061316,3408","134071560","134071721","134071755","133325478","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP176","Cluster_PF_BSS","mem.usage.average","%","358","2,7005","5,31","10,23","11,81","1","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP176","Cluster_PF_BSS","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP176","Cluster_PF_BSS","net.usage.average","KBps","358","120,4609","362","440","498","1","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP130","Cluster_PF_BSS","cpu.ready.summation","millisecond","358","8956,7989","17080","18196","18778","4848","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP130","Cluster_PF_BSS","cpu.usage.average","%","358","0,3704","0,42","0,46","0,49","0,32","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP130","Cluster_PF_BSS","cpu.usagemhz.average","MHz","358","39,986","45","49","53","35","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP130","Cluster_PF_BSS","disk.usage.average","KBps","358","1,3799","3","3","3","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP130","Cluster_PF_BSS","mem.consumed.average","KB","358","21654412,6061","21640842","22264911","22474296","21579658","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP130","Cluster_PF_BSS","mem.usage.average","%","358","1,0233","1,07","1,1","1,11","0,99","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP130","Cluster_PF_BSS","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP130","Cluster_PF_BSS","net.usage.average","KBps","358","6,757","7","7","7","6","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP123","Cluster_SAGE","cpu.ready.summation","millisecond","358","93618,0056","103213","105196","108713","79009","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP123","Cluster_SAGE","cpu.usage.average","%","358","2,2767","2,91","3,32","3,75","1,93","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP123","Cluster_SAGE","cpu.usagemhz.average","MHz","358","400,3184","512","583","658","339","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP123","Cluster_SAGE","disk.usage.average","KBps","358","95,0084","238","1612","3175","30","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP123","Cluster_SAGE","mem.consumed.average","KB","358","16774254,3212","16776228","16776232","16776240","16682999","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP123","Cluster_SAGE","mem.usage.average","%","358","6,2268","9,14","9,99","10,65","4,56","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP123","Cluster_SAGE","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP123","Cluster_SAGE","net.usage.average","KBps","358","4,5419","12","104","208","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMICC121_RE","Cluster_PF_SAGE","cpu.ready.summation","millisecond","358","247798,2514","305649","347885","370415","101865","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMICC121_RE","Cluster_PF_SAGE","cpu.usage.average","%","358","14,667","16,81","18,25","18,35","12,09","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMICC121_RE","Cluster_PF_SAGE","cpu.usagemhz.average","MHz","358","3952,0978","4530","4918","4945","3258","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMICC121_RE","Cluster_PF_SAGE","disk.usage.average","KBps","358","185,7486","357","487","781","62","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMICC121_RE","Cluster_PF_SAGE","mem.consumed.average","KB","358","41940698,9134","41940708","41940708","41940708","41940682","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMICC121_RE","Cluster_PF_SAGE","mem.usage.average","%","358","19,2229","23,71","25,7","26,01","14,49","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMICC121_RE","Cluster_PF_SAGE","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMICC121_RE","Cluster_PF_SAGE","net.usage.average","KBps","358","65,2151","92","99","120","5","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDBM175","Cluster_PF_BSS","cpu.ready.summation","millisecond","358","83465,5196","139050","147053","156799","31588","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDBM175","Cluster_PF_BSS","cpu.usage.average","%","358","1,7896","4,5","5,01","5,35","0,06","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDBM175","Cluster_PF_BSS","cpu.usagemhz.average","MHz","358","2322,5112","5823","6495","6923","85","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDBM175","Cluster_PF_BSS","disk.usage.average","KBps","358","31866,1676","56824","61071","78356","59","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDBM175","Cluster_PF_BSS","mem.consumed.average","KB","358","133957968,9469","133963501","133966635","133967637","133218682","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDBM175","Cluster_PF_BSS","mem.usage.average","%","358","13,8887","22,14","23,9","27,52","1,11","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDBM175","Cluster_PF_BSS","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDBM175","Cluster_PF_BSS","net.usage.average","KBps","358","157,9721","496","963","965","2","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMACD011","Cluster_ESS","cpu.ready.summation","millisecond","358","57965,8799","66942","71649","71713","45150","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMACD011","Cluster_ESS","cpu.usage.average","%","358","5,6157","7,16","10,7","12,63","4,13","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMACD011","Cluster_ESS","cpu.usagemhz.average","MHz","358","986,5419","1258","1879","2217","725","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMACD011","Cluster_ESS","disk.usage.average","KBps","358","494,6732","698","820","883","326","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMACD011","Cluster_ESS","mem.consumed.average","KB","358","16774209,2961","16776181","16776187","16776189","16682964","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMACD011","Cluster_ESS","mem.usage.average","%","358","10,4069","11,53","12,06","12,67","8,54","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMACD011","Cluster_ESS","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMACD011","Cluster_ESS","net.usage.average","KBps","358","165,0363","275","360","467","82","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMCTX017","Cluster_ESS","cpu.ready.summation","millisecond","358","24536,4804","27130","28065","28760","21932","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMCTX017","Cluster_ESS","cpu.usage.average","%","358","1,9372","2,04","2,1","2,12","1,74","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMCTX017","Cluster_ESS","cpu.usagemhz.average","MHz","358","169,9525","179","184","186","153","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMCTX017","Cluster_ESS","disk.usage.average","KBps","358","33,9162","71","329","397","12","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMCTX017","Cluster_ESS","mem.consumed.average","KB","358","8387325,0363","8387666","8387668","8387670","8364359","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMCTX017","Cluster_ESS","mem.usage.average","%","358","8,9212","9,57","10,39","11","7,45","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMCTX017","Cluster_ESS","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMCTX017","Cluster_ESS","net.usage.average","KBps","358","5,1173","6","7","19","4","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAVS176","Cluster_SAGE","cpu.ready.summation","millisecond","358","30166,095","37717","41293","42969","14799","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAVS176","Cluster_SAGE","cpu.usage.average","%","358","16,4104","27,07","34,57","38,05","6,51","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAVS176","Cluster_SAGE","cpu.usagemhz.average","MHz","358","1440,5726","2377","3035","3340","572","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAVS176","Cluster_SAGE","disk.usage.average","KBps","358","1727,9469","5534","13640","39194","103","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAVS176","Cluster_SAGE","mem.consumed.average","KB","358","25141488,3911","25165608","25165619","25165686","21165198","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAVS176","Cluster_SAGE","mem.usage.average","%","358","8,9275","12,74","20,02","23,06","5,62","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAVS176","Cluster_SAGE","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAVS176","Cluster_SAGE","net.usage.average","KBps","358","66,6676","145","169","187","24","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDEV106","Cluster_PF_SAGE","cpu.ready.summation","millisecond","358","198343,2095","250395","295246","310909","79626","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDEV106","Cluster_PF_SAGE","cpu.usage.average","%","358","5,5291","11,93","16,74","18,23","1,6","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDEV106","Cluster_PF_SAGE","cpu.usagemhz.average","MHz","358","1192,405","2572","3608","3928","346","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDEV106","Cluster_PF_SAGE","disk.usage.average","KBps","358","1040,0531","4269","5063","5729","52","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDEV106","Cluster_PF_SAGE","mem.consumed.average","KB","358","33549098,0642","33554325","33554339","33554432","33265539","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDEV106","Cluster_PF_SAGE","mem.usage.average","%","358","8,7564","17,07","23,01","26,17","3,85","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDEV106","Cluster_PF_SAGE","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDEV106","Cluster_PF_SAGE","net.usage.average","KBps","358","13,486","42","94","584","2","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP136","Cluster_ESS","cpu.ready.summation","millisecond","358","41109,5531","48186","50725","53021","227","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP136","Cluster_ESS","cpu.usage.average","%","358","26,1114","43,45","113,51","117,07","8,54","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP136","Cluster_ESS","cpu.usagemhz.average","MHz","358","2292,1816","3814","9965","10278","750","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP136","Cluster_ESS","disk.usage.average","KBps","358","1327,6006","4862","7282","9383","140","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP136","Cluster_ESS","mem.consumed.average","KB","358","33551863,324","33552384","33552384","33552384","33459183","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP136","Cluster_ESS","mem.usage.average","%","358","16,294","21,91","32,86","37,8","7,89","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP136","Cluster_ESS","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMAPP136","Cluster_ESS","net.usage.average","KBps","358","14,9609","25","337","402","2","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMTIEMAR004","Cluster_SAGE","cpu.ready.summation","millisecond","358","70755,9441","91676","99604","104250","48672","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMTIEMAR004","Cluster_SAGE","cpu.usage.average","%","358","0,9329","1,06","1,12","1,19","0,81","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMTIEMAR004","Cluster_SAGE","cpu.usagemhz.average","MHz","358","164,3939","187","197","210","143","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMTIEMAR004","Cluster_SAGE","disk.usage.average","KBps","358","79,7793","136","393","451","31","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMTIEMAR004","Cluster_SAGE","mem.consumed.average","KB","358","9921636,1006","9922560","9922560","9922560","9894997","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMTIEMAR004","Cluster_SAGE","mem.usage.average","%","358","3,9658","4,75","5,09","5,26","3,09","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMTIEMAR004","Cluster_SAGE","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMTIEMAR004","Cluster_SAGE","net.usage.average","KBps","358","66,4916","104","148","183","35","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMPAIE","Cluster_PF_SAGE","cpu.ready.summation","millisecond","358","35129,581","40432","48384","58671","27482","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMPAIE","Cluster_PF_SAGE","cpu.usage.average","%","358","0,3327","0,58","2,52","3,6","0,17","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMPAIE","Cluster_PF_SAGE","cpu.usagemhz.average","MHz","358","72,5391","127","545","778","39","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMPAIE","Cluster_PF_SAGE","disk.usage.average","KBps","358","50,2151","282","560","1438","11","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMPAIE","Cluster_PF_SAGE","mem.consumed.average","KB","358","27610151,2207","28610409","28610496","28610501","21047653","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMPAIE","Cluster_PF_SAGE","mem.usage.average","%","358","1,7821","2,45","3,97","4,61","1,22","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMPAIE","Cluster_PF_SAGE","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMPAIE","Cluster_PF_SAGE","net.usage.average","KBps","358","6,0223","24","103","207","1","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDXL002","Cluster_ESS","cpu.ready.summation","millisecond","358","15385,405","23080","24570","27167","11938","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDXL002","Cluster_ESS","cpu.usage.average","%","358","1,5406","1,92","2,27","2,72","1,14","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDXL002","Cluster_ESS","cpu.usagemhz.average","MHz","358","67,2011","84","99","119","49","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDXL002","Cluster_ESS","disk.usage.average","KBps","358","12,3073","13","14","24","11","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDXL002","Cluster_ESS","mem.consumed.average","KB","358","2404128,1285","2404352","2404352","2404352","2390995","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDXL002","Cluster_ESS","mem.usage.average","%","358","2,6912","3,9","4,16","4,66","1,89","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDXL002","Cluster_ESS","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMDXL002","Cluster_ESS","net.usage.average","KBps","358","20,0838","46","61","65","7","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMFIL036","Cluster_PF_BSS","cpu.ready.summation","millisecond","358","42939,419","58123","96367","113568","13955","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMFIL036","Cluster_PF_BSS","cpu.usage.average","%","358","60,7064","76,77","90,75","115,56","44,61","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMFIL036","Cluster_PF_BSS","cpu.usagemhz.average","MHz","358","13082,6788","16544","19556","24903","9613","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMFIL036","Cluster_PF_BSS","disk.usage.average","KBps","358","79580,5866","119005","141270","292778","24281","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMFIL036","Cluster_PF_BSS","mem.consumed.average","KB","358","67104272,5447","67107924","67107924","67107924","66921504","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMFIL036","Cluster_PF_BSS","mem.usage.average","%","358","15,6761","22,31","26,74","38,23","9,33","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMFIL036","Cluster_PF_BSS","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMFIL036","Cluster_PF_BSS","net.usage.average","KBps","358","23815,2961","36402","47002","51148","6205","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMACD013","Cluster_ESS","cpu.ready.summation","millisecond","358","57307,3464","65447","71106","72160","42276","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMACD013","Cluster_ESS","cpu.usage.average","%","358","11,5641","14,58","16,97","19,29","7,34","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMACD013","Cluster_ESS","cpu.usagemhz.average","MHz","358","2030,9302","2560","2981","3388","1289","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMACD013","Cluster_ESS","disk.usage.average","KBps","358","1627,3045","2129","2531","2857","741","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMACD013","Cluster_ESS","mem.consumed.average","KB","358","16767206,6564","16768001","16768006","16768007","16628257","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMACD013","Cluster_ESS","mem.usage.average","%","358","13,9264","14,72","15,1","15,56","12,28","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMACD013","Cluster_ESS","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMACD013","Cluster_ESS","net.usage.average","KBps","358","400,9358","523","577","628","84","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMEDH001","Cluster_PF_SAGE","cpu.ready.summation","millisecond","358","67886,2654","85298","95282","111976","38959","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMEDH001","Cluster_PF_SAGE","cpu.usage.average","%","358","17,1475","28,83","31,41","33,34","3,02","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMEDH001","Cluster_PF_SAGE","cpu.usagemhz.average","MHz","358","2771,838","4659","5077","5389","489","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMEDH001","Cluster_PF_SAGE","disk.usage.average","KBps","358","1957,7709","8025","12507","13523","98","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMEDH001","Cluster_PF_SAGE","mem.consumed.average","KB","358","16776207,4106","16776248","16776266","16776654","16775924","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMEDH001","Cluster_PF_SAGE","mem.usage.average","%","358","25,0024","34,31","36,08","39,66","8,05","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMEDH001","Cluster_PF_SAGE","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMEDH001","Cluster_PF_SAGE","net.usage.average","KBps","358","238,5726","398","419","427","47","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMREB200","Cluster_BSS","cpu.ready.summation","millisecond","358","36337,8994","40280","42921","44411","28903","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMREB200","Cluster_BSS","cpu.usage.average","%","358","2,5675","3","3,22","5,52","1,27","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMREB200","Cluster_BSS","cpu.usagemhz.average","MHz","358","256,0754","299","321","551","126","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMREB200","Cluster_BSS","disk.usage.average","KBps","358","62,8352","280","433","3535","8","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMREB200","Cluster_BSS","mem.consumed.average","KB","358","15548671,6732","16776192","16776205","16776240","6479980","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMREB200","Cluster_BSS","mem.usage.average","%","358","10,3363","11,75","12,81","17,87","3,56","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMREB200","Cluster_BSS","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMREB200","Cluster_BSS","net.usage.average","KBps","358","182,0419","6","32","63582","1","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMSEI001","Cluster_PF_SAGE","cpu.ready.summation","millisecond","358","31643,6089","40010","44738","46050","24879","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMSEI001","Cluster_PF_SAGE","cpu.usage.average","%","358","1,4332","1,86","2,02","2,26","0,95","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMSEI001","Cluster_PF_SAGE","cpu.usagemhz.average","MHz","358","154,4637","201","218","244","102","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMSEI001","Cluster_PF_SAGE","disk.usage.average","KBps","358","65,9134","119","413","470","29","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMSEI001","Cluster_PF_SAGE","mem.consumed.average","KB","358","33546233,1117","33546904","33546996","33547041","33453567","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMSEI001","Cluster_PF_SAGE","mem.usage.average","%","358","2,573","3,06","3,45","3,62","2","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMSEI001","Cluster_PF_SAGE","mem.vmmemctl.average","KB","358","0","0","0","0","0","09/08/2026 22:00:00","08/09/2026 16:00:00"
"VM","TG002VMSEI001","Cluster_PF_SAGE","net.usage.average","KBps","358","7,0028","35","36","37","1","09/08/2026 22:00:00","08/09/2026 16:00:00"
