"Server","Version","Build","Port","User","IsConnected","CollectionTime","RequestedPerfDays","CollectorHostOS","PowerShellVersion","PowerCLIVersion"
"10.80.18.122","8.0.3","24853646","443","MOOV-AFRICA\support","True","08/09/2026 20:31:38","30","Microsoft Windows 10.0.17763","7.6.5","9.1.0.25380678"
