"VM","Cluster","Disk","CapacityGB","StorageFormat","Persistence","Filename"
"TG002VMWEB130_replica","Cluster_DR","Hard disk 2","0","Thick","Persistent","[DR_DS_REP_001] TG002VMWEB130_replica/TG002VMWEB130_1-000257.vmdk"
"TG002VMAPP041_replica","Cluster_DR","Hard disk 1","300","Thin","Persistent","[DR_DS_REP_001] TG002VMAPP041_replica/TG002VMAPP041-000003.vmdk"
"TG002VMAPP041_replica","Cluster_DR","Hard disk 2","500","Thin","Persistent","[DR_DS_REP_001] TG002VMAPP041_replica/TG002VMAPP041_1-000003.vmdk"
"TG002VMAPP129_replica","Cluster_DR","Hard disk 1","500","Thin","Persistent","[DR_DS_REP_001] TG002VMAPP129_replica/TG002VMAPP129-000002.vmdk"
"TG002VMAPP059_RE_replica","Cluster_DR","Hard disk 1","100","Thin","Persistent","[DR_DS_REP_001] TG002VMAPP059_RE_replica/TG002VMAPP059_RE-000004.vmdk"
"TG002VMAPP059_RE_replica","Cluster_DR","Hard disk 2","300","Thin","Persistent","[DR_DS_REP_001] TG002VMAPP059_RE_replica/TG002VMAPP059_RE_1-000004.vmdk"
"TG002VMAPP059_RE_replica","Cluster_DR","Hard disk 3","100","Thin","Persistent","[DR_DS_REP_001] TG002VMAPP059_RE_replica/TG002VMAPP059_RE_2-000004.vmdk"
"TG002VMDBM175_replica","Cluster_DR","Hard disk 1","0","Thick","Persistent","[DR_DS_REP_001] TG002VMDBM175_replica/TG002VMDBM175-000001.vmdk"
"TG002VMDBM175_replica","Cluster_DR","Hard disk 2","0","Thick","Persistent","[DR_DS_REP_001] TG002VMDBM175_replica/TG002VMDBM175_1-000001.vmdk"
"TG002VMDBM175_replica","Cluster_DR","Hard disk 3","0","Thick","Persistent","[DR_DS_REP_001] TG002VMDBM175_replica/TG002VMDBM175_2-000001.vmdk"
"TG002VMAPP029_replica","Cluster_DR","Hard disk 1","200","Thin","Persistent","[DR_DS_REP_001] TG002VMAPP029_replica/TG002VMAPP029-000255.vmdk"
"TG002VMAPP046_RE_replica","Cluster_DR","Hard disk 1","146","Thin","Persistent","[DR_DS_REP_001] TG002VMAPP046_RE_replica/TG002VMAPP046_RE_2-000003.vmdk"
"TG002VMAPP046_RE_replica","Cluster_DR","Hard disk 2","4608","Thin","Persistent","[DR_DS_REP_001] TG002VMAPP046_RE_replica/TG002VMAPP046_RE_1-000003.vmdk"
"TG002VMCTX002_replica","Cluster_DR","Hard disk 1","200","Thin","Persistent","[DR_DS_REP_001] TG002VMCTX002_replica/TG002VMCTX002-000001.vmdk"
"TG002VMCTX004_replica","Cluster_DR","Hard disk 1","200","Thin","Persistent","[DR_DS_REP_001] TG002VMCTX004_replica/TG002VMCTX004-000001.vmdk"
"TG002VMCTX005_replica","Cluster_DR","Hard disk 1","200","Thin","Persistent","[DR_DS_REP_001] TG002VMCTX005_replica/TG002VMCTX005-000001.vmdk"
"TG002VMCTX003_replica","Cluster_DR","Hard disk 1","300","Thin","Persistent","[DR_DS_REP_001] TG002VMCTX003_replica/TG002VMCTX017-000001.vmdk"
