"EntityType","EntityName","Cluster","Metric","Unit","Samples","Average","P95","P99","Maximum","Minimum","FirstSample","LastSample"
"VM","TG001VMREP001","Cluster_DR","mem.vmmemctl.average","KB","358","0","0","0","0","0","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TG001VMREP001","Cluster_DR","net.usage.average","KBps","358","0,0028","0","0","1","0","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TG001VMICC131","Cluster_DR","cpu.ready.summation","millisecond","358","45254,4665","51684","54001","54295","35422","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TG001VMICC131","Cluster_DR","cpu.usage.average","%","358","0,5439","0,7","0,87","1,21","0,48","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TG001VMICC131","Cluster_DR","cpu.usagemhz.average","MHz","358","91,648","118","146","202","81","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TG001VMICC131","Cluster_DR","disk.usage.average","KBps","358","29,014","68","73","83","18","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TG001VMICC131","Cluster_DR","mem.consumed.average","KB","358","21408178,4274","21824751","21865647","21865688","21064926","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TG001VMICC131","Cluster_DR","mem.usage.average","%","358","1,5637","1,89","2,14","2,32","1,25","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TG001VMICC131","Cluster_DR","mem.vmmemctl.average","KB","358","0","0","0","0","0","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TG001VMICC131","Cluster_DR","net.usage.average","KBps","358","0,0196","0","1","1","0","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TG001VMICC130","Cluster_DR","cpu.ready.summation","millisecond","358","45540,7151","52458","53768","55988","36035","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TG001VMICC130","Cluster_DR","cpu.usage.average","%","358","0,55","0,71","0,94","1,1","0,49","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TG001VMICC130","Cluster_DR","cpu.usagemhz.average","MHz","358","92,6788","119","158","186","83","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TG001VMICC130","Cluster_DR","disk.usage.average","KBps","358","27,8911","67","71","87","18","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TG001VMICC130","Cluster_DR","mem.consumed.average","KB","358","22154386,0615","22601157","22631873","22631889","21605741","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TG001VMICC130","Cluster_DR","mem.usage.average","%","358","1,5654","1,96","2,18","2,34","1,23","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TG001VMICC130","Cluster_DR","mem.vmmemctl.average","KB","358","0","0","0","0","0","10/08/2026 00:00:00","08/09/2026 18:00:00"
"VM","TG001VMICC130","Cluster_DR","net.usage.average","KBps","358","0,0168","0","1","1","0","10/08/2026 00:00:00","08/09/2026 18:00:00"
