"Server","Version","Build","Port","User","IsConnected","CollectionTime","RequestedPerfDays","CollectorHostOS","PowerShellVersion","PowerCLIVersion"
"10.82.11.120","6.7.0","19832280","443","MOOV-AFRICA\support","True","08/09/2026 20:30:31","30","Microsoft Windows 10.0.17763","7.6.5","9.1.0.25380678"
