"VM","Cluster","Disk","CapacityGB","StorageFormat","Persistence","Filename"
"TG002VMIWB221","CLUSTER_PF_FLOOZ_PROD","Hard disk 2","500","Thick","Persistent","[DS_FLZN_DATA_IWB] TG002VMIWB222/TG002VMIWB222_1.vmdk"
"TG002VMIWB221","CLUSTER_PF_FLOOZ_PROD","Hard disk 3","500","Thick","Persistent","[DS_FLZN_DATA_IWB] TG002VMIWB222/TG002VMIWB222_2.vmdk"
"TG002VMEWB212","CLUSTER_PF_FLOOZ_PROD","Hard disk 1","500","Thick","Persistent","[DS_FLZN_OS_EWB_1] TG002VMEWB212/TG002VMEWB212.vmdk"
"TG002VMEWB212","CLUSTER_PF_FLOOZ_PROD","Hard disk 2","500","Thick","Persistent","[DS_FLZN_DATA_EWB_1] TG002VMEWB212/TG002VMEWB212.vmdk"
"TG002VMEWB212","CLUSTER_PF_FLOOZ_PROD","Hard disk 3","500","Thick","Persistent","[DS_FLZN_DATA_EWB_1] TG002VMEWB212/TG002VMEWB212_1.vmdk"
"TG002VMEWB213","CLUSTER_PF_FLOOZ_PROD","Hard disk 1","500","Thick","Persistent","[DS_FLZN_OS_EWB_2] TG002VMEWB213/TG002VMEWB213.vmdk"
"TG002VMEWB213","CLUSTER_PF_FLOOZ_PROD","Hard disk 2","500","Thick","Persistent","[DS_FLZN_DATA_EWB] TG002VMEWB214/TG002VMEWB214_1.vmdk"
"TG002VMEWB213","CLUSTER_PF_FLOOZ_PROD","Hard disk 3","500","Thick","Persistent","[DS_FLZN_DATA_EWB] TG002VMEWB214/TG002VMEWB214_2.vmdk"
"TG002VMUSD216","CLUSTER_PF_FLOOZ_PROD","Hard disk 1","500","Thick","Persistent","[DS_FLZN_OS_USD_1] TG002VMUSD216/TG002VMUSD216.vmdk"
"TG002VMUSD217","CLUSTER_PF_FLOOZ_PROD","Hard disk 1","500","Thick","Persistent","[DS_FLZN_OS_USD_2] TG002VMUSD217/TG002VMUSD217.vmdk"
"TG002VMSMC225","CLUSTER_PF_FLOOZ_PROD","Hard disk 1","500","Thick","Persistent","[DS_FLZN_OS_SMSC_1] TG002VMSMC225/TG002VMSMC225.vmdk"
"TG002VMSMC226","CLUSTER_PF_FLOOZ_PROD","Hard disk 1","500","Thick","Persistent","[DS_FLZN_OS_SMSC_2] TG002VMSMC226/TG002VMSMC226.vmdk"
"TG002VMMTR227","CLUSTER_PF_FLOOZ_PROD","Hard disk 1","500","Thick","Persistent","[DS_FLZN_OS_MTR_1] TG002VMMTR227/TG002VMMTR227_1.vmdk"
"TG002VMMTR227","CLUSTER_PF_FLOOZ_PROD","Hard disk 2","1024","Thick","Persistent","[DS_FLZN_DATA_EWB_2] TG002VMMTR227/TG002VMMTR227.vmdk"
